pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
5ahm,A,training,3,354,14,add40462
5aip,B,training,3,130,6,a4e42e26
5ajg,A,training,5,301,19,96716802
5al9,A,training,1,267,16,088fbd06
5amv,A,training,1,399,5,cb4ff63c
5aoc,A,training,4,277,5,245d1adf
5aog,A,val,0,307,14,89b556d6
5aov,A,training,1,334,20,6eca99df
5apg,A,training,2,180,12,2d0dd952
5aqv,A,training,1,378,8,de94fcfd
5ark,B,testing,0,119,10,5dccb345
5aun,B,training,3,240,12,0e749a7d
5auw,A,training,1,274,12,7127a016
5avf,A,training,4,244,8,541009fa
5awm,A,training,5,345,11,e94b91ec
5awv,C,training,3,498,27,22eb627b
5ax0,A,training,4,234,11,3b9f5be2
5azb,A,training,3,284,9,8b4bdd30
5b1s,A,training,1,294,21,d8729ff8
5b1y,A,testing,0,234,22,901498f6
5b35,A,training,5,225,11,9ad05340
5b46,B,training,2,301,14,486b0009
5b4b,A,training,4,239,12,7e58f226
5b4j,A,training,1,240,16,092c40e3
5b6d,A,training,2,316,8,d7e58a8a
5b6i,A,training,4,292,8,7b9e3d4a
5b7g,A,training,2,249,7,17ad38e9
5b89,A,training,2,399,9,3168eb1b
5b8i,C,training,1,119,10,536fe722
5bjw,A,training,1,340,32,d84c0797
5bkc,A,training,4,289,15,e761d2e6
5bn3,A,training,3,563,10,c893ca1f
5bo7,A,testing,0,290,13,9ac0f43e
5boe,A,testing,0,433,5,0407ac96
5bph,A,training,5,306,12,c0c799b0
5bqs,A,training,1,323,10,cae8c08e
5br4,A,training,2,385,19,8435c811
5br7,A,testing,0,386,24,925ab652
5brh,A,training,1,367,8,f465279c
5brp,C,training,3,555,9,1b48ff23
5bsf,A,testing,0,272,14,89fe23f1
5bst,A,training,2,529,17,a6a3e828
5bsz,A,training,2,247,12,2eaad56c
5bt9,A,training,2,249,21,bc1651a2
5bu3,B,training,4,181,9,40f2c038
5buk,B,training,2,426,26,bfa7c1ef
5bv3,A,training,3,329,8,e23b5090
5bwd,A,training,4,853,9,806e621e
5bxr,A,training,5,634,8,8ee25dad
5byk,A,training,3,253,19,ce718ec5
5byz,A,training,2,348,11,bb9b22ea
5bz4,K,training,4,400,12,deae889d
5c1u,A,training,2,181,13,ed38ec51
5c2j,B,training,4,191,15,60353b6c
5c3q,A,training,4,335,10,917f900c
5c3u,A,testing,0,315,10,a0fcbfef
5c4d,A,training,3,279,18,a411f983
5c5t,A,training,5,181,9,1b8395a8
5c5v,A,training,3,342,8,30d2f723
5c79,B,training,1,103,9,a13e5d40
5c7t,A,training,4,182,6,9b28361d
5c8z,B,training,5,266,13,6ef672ec
5ca8,A,training,2,636,12,de891175
5cb3,A,testing,0,171,16,e0bb8a53
5cb8,A,training,1,174,12,c50438ba
5cbn,A,testing,0,176,5,6f6c2ff6
5ccb,A,training,3,282,14,ff75a625
5cct,A,training,3,169,5,fc2d8d0d
5ce8,B,training,4,296,12,410a4562
5ced,A,testing,0,381,5,f436230a
5cee,A,training,2,387,14,75457534
5ceq,A,testing,0,269,10,34060668
5cga,A,testing,0,252,5,4192118a
5cgx,A,training,3,362,9,bd5d388f
5ch5,A,val,0,566,8,2f8aeb31
5ci3,A,training,4,348,6,875fb50a
5ciy,A,training,5,327,11,62a9a9a5
5cjf,A,testing,0,267,6,834ba541
5ck4,A,training,5,214,13,80641d81
5ckw,B,training,1,400,10,4572ba50
5cm0,A,training,1,282,10,dec2f8e3
5cm7,A,training,1,305,21,61a081ba
5cp9,B,val,0,173,6,f2253015
5css,B,training,2,214,8,942b04ad
5csy,B,testing,0,517,9,37be6b87
5ctn,A,val,0,233,8,a3d46f33
5ctu,B,training,3,192,11,86eafcca
5ctv,A,training,3,176,6,11dd5cb8
5cuo,A,training,2,188,10,ab860d05
5cuq,B,training,5,257,9,977d8fc0
5cur,A,training,1,179,7,58f8969f
5cvc,A,training,2,329,11,4c437c13
5cvd,B,training,2,226,15,ecf3d81d
5cwa,A,training,2,505,5,529f64ce
5cx6,B,training,1,665,8,011746e2
5cx7,A,training,2,138,5,b19cf4ba
5cxi,A,training,5,180,9,d389af8b
5cxm,A,training,4,99,8,30741fd2
5cxw,A,testing,0,376,11,ce8cbbd9
5cxx,A,training,1,272,12,c946df1d
5cyv,A,training,4,138,15,0b69b90b
5czy,A,testing,0,449,11,b4e69f66
5d01,A,training,4,357,13,ff8ff215
5d08,A,testing,0,376,19,d376b9e9
5d2k,A,val,0,263,11,ea3ef351
5d3q,B,training,4,328,14,09d28047
5d3x,A,training,3,151,7,fb2f4f7d
5d4v,A,training,1,257,11,692063b9
5d6e,A,training,4,370,10,c6e8ccba
5d6j,A,testing,0,630,16,a49ebcfc
5d75,A,training,1,120,16,11c69dd6
5d79,B,training,3,490,23,dbb082a0
5d84,A,training,1,318,11,e208f61a
5d9p,A,training,1,347,13,05c1212e
5d9w,A,training,1,211,8,fe26d452
5dap,A,training,3,288,8,662ed5a2
5dbx,B,training,5,282,6,d8a72d06
5dcu,A,training,5,364,26,14a348af
5de0,B,training,3,298,19,09a012fa
5deq,A,training,1,205,7,754496cf
5dgj,A,training,4,168,8,ae064cf4
5dgr,A,training,5,573,8,9f86e3ec
5dh3,B,training,2,283,10,c4154bd6
5djh,A,training,1,252,11,589821f1
5djt,A,training,5,144,15,1fa4e1f3
5dm0,B,training,1,272,26,bd2deff4
5dn1,A,training,2,240,10,913c2f71
5dn9,A,testing,0,361,20,22c6bfe8
5dnl,B,training,4,176,6,ba265314
5dnu,A,training,5,267,8,ee088605
5doz,A,training,1,332,18,c61569c2
5dp2,A,testing,0,335,16,c3b477e9
5dpn,A,training,5,166,6,39766e5b
5drb,A,val,0,273,12,6a60b248
5du8,C,training,4,244,9,6d7289f1
5dv4,A,testing,0,344,12,00f59799
5dz2,A,training,4,322,9,f89bea5e
5dzc,A,training,4,816,9,185bcb68
5e16,A,training,3,138,8,ecfa6bdb
5e2n,A,training,3,258,13,872f9843
5e3q,A,training,3,278,8,1be3fcb3
5e4b,A,training,3,176,6,1b6883f1
5e51,A,testing,0,190,6,bdb9a64b
5e58,F,testing,0,458,22,16b033c8
5e5g,B,training,4,456,5,fe02dd95
5e65,C,val,0,424,8,65ed998d
5e72,A,val,0,323,11,6b072f58
5e8x,A,val,0,304,12,56276dc3
5e9g,A,training,3,524,8,83c9ffcd
5e9h,A,training,1,518,7,ff240a28
5e9o,B,training,5,85,6,fc3c2627
5e9w,A,training,2,273,9,0e6d6865
5ecc,A,training,5,157,27,a2d74799
5eck,D,training,3,569,23,fd43171c
5edt,A,training,1,394,24,1456ef62
5eeh,C,training,2,343,19,0589dcbc
5ees,A,training,1,247,14,479699ff
5egf,B,testing,0,437,5,9ccaac9f
5egh,A,training,2,392,9,441ef165
5ehi,A,training,2,256,17,ccac3021
5eik,A,training,3,234,7,293d1d8a
5ein,A,training,4,344,18,9aa2c6a8
5ej2,A,training,4,277,24,00f79b69
5ejm,A,training,1,556,21,ea851ff1
5eko,A,training,4,341,9,761bb045
5enz,B,training,3,373,12,a829b47a
5ep2,A,testing,0,252,10,d48d8fca
5epa,A,testing,0,258,9,59be773b
5eph,A,training,5,261,10,942e5562
5epo,C,training,4,261,28,a3fb15f0
5eq8,A,training,5,258,7,f6ad26b7
5eqq,A,training,1,190,12,94a0d706
5erg,B,training,4,324,16,946ba093
5erm,B,training,5,314,8,f00c361c
5esg,A,training,4,526,28,55320620
5ett,B,training,3,157,25,d1bf4ae8
5eud,A,training,5,453,6,55b7eb7a
5evy,X,val,0,411,12,b2794b09
5evz,A,training,4,382,12,a2a9fe65
5ew8,B,training,1,290,15,6a6e43a0
5ex6,A,training,1,386,17,71529dbf
5ex8,A,training,3,414,18,30fd8a6b
5ey0,A,training,1,252,9,b9355a49
5ey9,B,training,4,610,18,73a682bb
5eyw,B,val,0,244,10,36ff4754
5ez1,A,training,5,231,5,bdf4b570
5ez7,A,training,2,363,22,bc1eb85b
5ezs,A,training,5,320,11,082f9e8c
5f1f,A,val,0,361,7,ffcce5cb
5f1g,A,training,4,351,9,eb2bd8ac
5f1v,A,training,2,295,13,7a46e1f1
5f2c,G,training,3,484,18,d8a94b9b
5f33,A,training,5,303,8,e9b461be
5f38,B,training,1,389,8,0bc5578a
5f4b,B,training,5,172,7,5078a6c3
5f5e,A,val,0,148,10,c4fa4717
5f5n,B,training,1,289,21,1c5201fe
5f6y,A,training,3,156,5,bd2b7b72
5f7j,B,training,5,291,10,06099e63
5f85,A,val,0,365,12,03cce7c5
5f8f,A,training,5,352,12,f9a9d718
5f8y,B,training,3,149,25,347c6f0f
5f9k,C,training,3,128,7,321d072e
5f9s,A,training,5,385,9,c8298e28
5f9t,B,val,0,659,17,66f39841
5fa8,A,training,1,152,13,3a82af47
5fag,A,val,0,389,11,5e05ed06
5fan,A,training,3,435,12,3eb0db0a
5faw,A,training,2,803,6,27995264
5fb3,D,training,3,336,19,9c83fa3f
5fbf,A,training,1,267,13,8ffcd4f1
5fbk,A,val,0,485,10,e0d3b9f5
5fcb,A,training,4,426,5,948d2a4d
5fes,A,training,4,345,14,0506c41c
5ff1,A,training,3,595,17,2c0a4e35
5fff,B,val,0,257,21,9ff90ade
5fh7,B,training,2,115,9,35eec327
5fi3,B,testing,0,344,19,fa3069cc
5fit,A,training,2,124,8,2592e94e
5fjn,A,training,2,447,29,bf6a4a36
5fky,A,training,2,644,8,08c2f2d6
5flg,A,training,5,253,20,e646f8aa
5foi,A,testing,0,389,22,5757ed6e
5fol,A,training,3,274,8,88227165
5foo,D,training,4,463,10,2ba51092
5fpo,A,training,2,305,5,59eca312
5frd,B,training,5,252,9,5cdc5e79
5fry,B,training,1,194,8,cdc00d7b
5fs8,A,training,3,474,24,ec1d6d0f
5ftg,A,training,2,353,10,34c965a6
5ftj,A,val,0,723,34,a075b002
5ftw,A,training,5,255,15,f7021e3e
5fub,A,training,1,337,13,da668e78
5fuw,A,training,2,168,13,08766b77
5fvj,B,training,3,158,15,ffeedae5
5fw4,A,training,2,368,14,f8793206
5fwj,A,training,1,435,12,43535f34
5fx6,A,testing,0,180,13,f839638d
5fxt,A,training,4,374,5,35c2d3ac
5g0i,B,training,4,720,17,1ac42253
5g10,A,training,1,370,13,44ec745a
5g18,A,training,1,261,7,2cff9d42
5g1a,A,training,1,369,10,ff179b29
5g2t,B,training,2,465,10,b5959896
5g2v,A,training,2,494,11,031c2392
5g3n,B,testing,0,124,12,97296d05
5g3r,A,testing,0,335,5,807e9a76
5g3t,A,testing,0,413,22,c7b5330e
5g4i,B,testing,0,422,8,972c0955
5g57,B,training,3,332,9,563a3a7e
5g6s,A,training,3,289,20,fa2e89e8
5g6v,B,training,5,302,13,a56fc324
5ggn,B,training,5,151,6,36202307
5gi7,A,training,4,210,22,ec43b09e
5gj9,A,testing,0,298,7,79299c4a
5gjc,A,training,5,429,7,869a7e99
5gjo,A,training,4,385,11,05329983
5gju,A,training,5,199,7,15971676
5gk1,C,val,0,379,5,604a4638
5gl5,B,training,3,431,15,b3a924bb
5glb,A,training,2,268,7,6c3d2e2b
5gls,A,training,4,594,24,38843642
5gm8,B,val,0,173,15,4efe3d6d
5gmd,A,training,5,325,26,6119eb2c
5gmu,A,testing,0,84,9,54ca7739
5gof,A,training,5,390,11,85f476a5
5gp0,I,training,5,139,9,9161bcac
5gp4,B,training,2,424,10,3cf833d6
5gt2,A,training,1,296,16,7e567f1c
5gt9,B,training,3,263,22,f947b62f
5guf,A,training,4,158,10,88a88186
5gul,A,training,2,216,7,70b62595
5gut,A,training,2,794,12,cb367671
5gvh,A,testing,0,311,16,963499f1
5gwa,A,training,4,275,7,e74453d6
5gxu,A,training,2,552,31,e3015c4d
5gz3,A,val,0,325,18,f82891fb
5gz9,A,training,3,280,15,3783c764
5gza,A,training,2,290,14,96cda3d8
5gzw,A,val,0,348,8,bb6a3070
5h02,A,val,0,252,10,447a813e
5h0b,A,training,4,446,13,44197fa6
5h1w,A,training,2,270,7,3b5f7340
5h39,A,training,1,285,9,594b358b
5h56,B,training,2,195,18,b384e712
5h5f,A,training,5,224,11,8e0c0d46
5h62,A,testing,0,306,13,a47faf47
5h67,A,testing,0,199,9,5b47ee9f
5h6j,B,training,1,222,10,c23bd150
5h6v,B,training,2,155,8,054de60e
5h7k,A,training,4,367,12,177976b0
5h81,A,testing,0,336,14,0692abab
5h8i,K,testing,0,301,9,af22e92a
5h9i,A,training,1,240,7,f05ac559
5hbn,A,training,3,145,15,69c0ec4d
5hc8,A,val,0,236,13,a1a398d8
5hci,B,training,4,258,11,b82784c1
5hd4,A,training,1,347,17,39d2cda1
5hdi,B,training,3,393,20,de2a3013
5hdj,A,training,1,247,12,99267f5f
5hdm,A,training,1,428,9,915c04ee
5hgz,A,training,4,211,13,8e5b2a37
5hh3,C,training,4,393,17,47adee58
5hia,A,training,5,202,14,fda19349
5his,A,training,2,298,6,bd6d67e2
5hiw,A,training,1,391,19,f34cc2f3
5hj7,B,val,0,260,10,96143047
5hj9,A,training,5,311,10,2d705920
5hjm,A,training,1,349,8,7d0967a0
5hjs,B,training,2,226,14,49a2c021
5hkf,B,training,2,166,11,5dc1b2f2
5hkg,A,training,3,107,10,49a06e93
5hld,A,training,4,649,12,6a762d3e
5hm3,A,training,2,620,17,431a5211
5hn6,A,training,1,329,6,3344dede
5hn9,C,training,1,334,14,a9ab5584
5hr5,A,val,0,423,21,fb26a073
5hs2,A,val,0,226,14,161ce7df
5hsa,D,testing,0,662,21,ec76091a
5hsj,A,training,3,606,9,3d6cf9e2
5hsq,A,training,4,488,17,51b08b0a
5hss,E,training,4,366,5,807e5822
5htk,A,training,4,424,21,7a0760a1
5htx,A,training,3,424,9,429d9dfc
5hu3,A,training,2,266,10,7c9913ba
5hua,A,training,3,113,9,eb0860c2
5huc,A,val,0,449,8,33ce85ef
5hux,A,val,0,429,10,b02cdc0f
5hv0,A,training,2,206,8,c79e7ec9
5hvl,B,testing,0,466,17,0a5443a8
5hvo,C,training,3,454,15,398b3cca
5hw4,C,training,1,222,13,7997fa7b
5hwe,A,training,3,370,13,d16be23b
5hwk,A,training,5,223,9,dd6b6145
5hwo,A,training,4,418,20,7a9c7ba4
5hws,A,val,0,298,17,5b2a9dbe
5hwv,B,training,3,123,6,d2ef0cbd
5hxi,A,testing,0,369,19,213a368c
5hxp,C,training,1,223,16,8e749fa4
5hzr,A,training,3,552,5,054f0ed2
5i0h,A,training,2,731,13,8a03ae71
5i29,A,training,3,139,9,f80725e2
5i34,A,training,1,429,20,9407d6d1
5i39,A,training,2,375,26,9e99990c
5i3c,B,testing,0,237,8,bdd64cad
5i49,A,training,4,471,8,6896491d
5i6d,D,training,4,318,18,4d6e5035
5i6k,A,training,1,334,5,80421dc5
5i7s,A,training,4,257,25,8db0c9b3
5i85,A,training,3,528,7,6920eaf6
5i86,A,training,4,115,8,ac10c618
5ice,A,training,1,352,21,ffd01aea
5idm,B,val,0,177,19,5b5b0afc
5ie2,A,training,2,506,16,04b638c1
5ifk,C,training,2,292,8,4f2cde72
5ig6,A,training,1,115,5,ec6f12e7
5igi,A,training,2,300,11,854fd021
5igl,A,training,2,139,7,c9b67311
5ih1,A,training,1,297,19,6d97f8f3
5ihe,A,training,5,440,7,20edc6da
5ijj,A,val,0,175,8,6a7ec27b
5ijw,A,testing,0,272,10,6fa42463
5ijz,C,training,5,447,27,c51f031c
5ikb,A,training,1,249,9,7853c588
5iko,A,training,4,807,8,13e3ccfe
5ikq,B,training,1,551,18,1affddc8
5il2,A,testing,0,202,10,4c41c8b4
5ilg,B,training,1,258,21,b0b13b0a
5im3,B,training,3,860,23,e1a5fa81
5in3,A,training,1,324,8,20f4fadf
5in4,A,testing,0,355,43,d8edb91e
5inj,A,training,5,355,10,6ba7c177
5ipa,A,training,4,193,13,159f554e
5ipp,A,val,0,315,9,ab48accf
5ipy,A,training,3,445,38,d9f44434
5iqa,C,training,5,298,11,fb59bb0e
5ir4,A,val,0,658,8,b41bb135
5isx,A,training,3,529,10,e12432f5
5it1,A,training,4,395,22,3b94aea2
5itv,B,training,2,255,19,20444604
5iu0,B,training,4,462,13,0410dbab
5iuv,A,training,1,495,21,1de69bdc
5ivs,B,training,3,99,11,db9ac455
5ivt,B,training,2,99,12,dc27fb1a
5iwq,A,training,1,424,11,22eccf8c
5iwy,A,training,5,158,8,5ce83762
5iyt,B,val,0,182,6,b1fdeda9
5j1s,A,val,0,277,11,d64afabd
5j2x,A,training,4,209,11,75eae5ab
5j32,B,training,1,365,5,80eaca1c
5j42,A,training,1,248,5,3fa2e86d
5j47,A,testing,0,360,8,3f8946d7
5j55,A,training,5,480,7,00824634
5j5d,A,training,5,297,7,35c06c3a
5j5g,H,testing,0,213,14,e8f0ae82
5j5p,A,training,5,397,17,7477af11
5j60,A,training,3,316,22,5dc376c9
5j71,A,training,1,338,8,bc8eefb1
5j7w,C,training,2,315,12,d66e6d19
5j84,A,training,2,574,6,c8e42fa3
5j8d,C,val,0,216,21,a9951822
5j8q,A,training,3,412,8,ab100fd4
5jab,A,training,3,135,11,05376a3a
5jaj,A,val,0,653,15,ee712f23
5jaz,B,training,1,410,10,153d182d
5jb9,S,training,4,235,9,503db00b
5jbx,B,training,5,261,14,1909b7f1
5jci,A,training,5,432,26,e52eed11
5je2,A,training,4,241,13,651f9642
5je8,A,training,3,291,12,1b99f603
5jf3,A,training,1,202,6,3de6ca47
5jfn,D,training,5,439,17,18108f33
5jfw,A,training,3,277,13,9b3c91a2
5jgk,A,training,5,281,13,8138cdad
5jh2,A,val,0,257,10,09f5483a
5jhx,A,training,4,735,16,36efc9bf
5jib,A,training,3,319,6,aaa23b63
5jic,A,testing,0,269,17,432ec671
5jil,A,training,2,369,16,e34cae76
5jix,A,testing,0,150,13,8d653425
5jjs,A,training,4,849,27,4ee0bd53
5jlb,A,training,3,248,13,a6c8ad8b
5jlc,A,training,2,506,27,880319bf
5jmq,A,training,4,339,14,13436db6
5jnw,A,training,5,154,6,012d8b15
5joh,A,training,1,221,6,b96b755c
5jox,B,training,1,502,8,3791c34a
5jph,C,training,3,135,26,54841dfd
5jrh,A,val,0,640,19,05248a0a
5jrj,A,training,4,306,13,aa951573
5jsp,A,training,2,191,7,cd8964de
5jsq,A,training,2,173,11,569774b1
5jvi,E,training,3,316,10,8c336f9e
5jwc,A,training,5,495,37,e4eab1a8
5jxu,A,training,3,360,16,85243a26
5jxz,A,training,4,373,14,6c248016
5jy6,B,training,3,335,15,2c2e1c72
5jyy,A,training,4,388,12,3dc1fca7
5jzj,A,training,1,271,12,742c9da2
5jzx,C,training,2,355,26,28d48487
5k00,A,training,5,311,14,6cdbbaef
5k04,B,training,1,153,11,0acbc333
5k0a,A,training,2,320,32,8b11bc6c
5k0s,B,training,5,485,14,e52e5c73
5k1r,A,training,3,439,6,c6211b8d
5k2m,I,training,4,273,22,28809c74
5k3x,A,training,2,343,17,1c2a3d37
5k4p,A,testing,0,323,5,4917598e
5k4y,D,training,4,320,18,b0ef18b9
5k52,C,training,2,221,13,2a642bf8
5k5m,A,training,1,563,13,7ec8ceac
5k7h,A,training,1,184,14,b4dfc58c
5k87,A,training,4,389,13,4dc3dfe0
5k8b,A,training,3,394,10,5ed0bd96
5k8c,A,testing,0,358,21,671a0be8
5k8p,H,training,5,422,7,3f22fd9e
5k8u,A,training,1,442,6,7db6d285
5kas,A,testing,0,412,8,6a93df17
5kbf,A,training,5,282,25,21b51204
5kbn,A,training,2,124,5,33a1b511
5kbr,A,training,1,259,12,85294cc7
5kbz,B,testing,0,315,12,eb453efe
5kd6,B,training,1,399,16,93ced374
5kdf,A,training,1,161,5,6824a405
5kej,B,testing,0,222,7,04d52301
5kf9,A,training,5,317,26,83900802
5kju,A,training,2,431,10,fff33302
5kjw,B,training,1,419,5,91f41a98
5kk7,A,training,2,455,10,3816683b
5kk8,B,training,3,149,6,07f03213
5kka,A,training,2,300,14,998e3f96
5kkc,A,training,4,328,18,c6d16477
5klo,A,training,5,484,24,cc648c5b
5klp,B,training,2,303,13,ae07a22a
5ko5,A,training,4,283,6,6bfd40ad
5ko8,A,training,3,215,14,5d977652
5kod,C,training,4,566,18,dc9ee280
5kox,A,training,2,473,31,450348a9
5kp7,A,training,2,410,7,0bc51f56
5kpg,B,val,0,338,10,fa179c36
5kqs,A,training,1,260,21,72f77d84
5kqz,B,training,4,99,11,7f20a575
5kr1,B,training,3,99,7,b1256edf
5kr7,A,training,3,340,7,aa408cd7
5kre,A,testing,0,224,8,6d25b753
5kts,A,training,1,303,10,d89c37df
5kut,A,training,4,179,11,eaab78ba
5kva,A,training,1,227,14,533db317
5kwi,A,training,4,283,6,8efeb6cc
5kwk,A,training,5,440,12,4a392dcd
5kxh,A,training,1,350,13,14350ef1
5kyo,B,testing,0,393,17,2c287fce
5kzd,C,training,4,284,11,2a85f3ca
5kzv,A,training,4,117,6,5aceb6ef
5l0v,A,training,2,356,16,372e22d2
5l1r,A,testing,0,397,16,ba6c7030
5l44,A,training,3,662,14,2e422006
5l53,A,training,5,294,13,6cfe62b0
5l6g,A,training,2,473,23,d72648be
5l6o,A,training,4,267,8,0b67add5
5l91,A,training,1,391,30,633086c0
5la2,A,training,2,464,11,a943624c
5lb3,B,training,3,439,10,1303b36e
5lby,A,training,4,228,16,d48ec40e
5ld5,A,training,4,341,12,890f2df8
5ldg,A,training,5,310,27,26da164a
5li8,A,training,4,390,24,1c012b97
5li9,A,training,4,329,13,731f1533
5ljw,A,training,2,331,12,b9c55fcd
5llb,C,training,3,240,22,b56b7d65
5llt,A,training,5,205,19,71cffbd4
5lnq,B,training,2,430,13,8c9cac62
5lnt,B,testing,0,272,12,1d710a6d
5lnw,D,val,0,262,13,5146b8d4
5log,A,val,0,222,17,e2173d75
5loq,D,training,1,250,18,b440e19c
5lpa,A,training,5,264,17,c63690bb
5lpb,A,training,2,280,6,52cc6ffc
5lpm,A,val,0,116,7,24589022
5lrf,A,training,2,810,23,03d8f67a
5lsc,B,training,5,235,11,12410f8e
5lte,A,testing,0,333,12,1e1e6524
5ltj,A,training,2,703,9,f613ea50
5lua,B,training,5,261,6,b70a53ed
5lv3,D,testing,0,341,15,d7484664
5lvo,A,training,3,285,17,fb5f42d2
5lwm,A,training,4,290,15,f89e6915
5lx6,B,training,5,189,7,c0ced870
5lxc,A,training,2,383,11,51cceb7e
5ly3,A,training,2,427,12,7482b63a
5lzg,C,testing,0,103,10,ebb8471c
5m04,A,training,1,337,10,5ab7e9c4
5m06,B,training,4,248,5,bbeb0b33
5m0m,A,training,1,774,15,6b9f925c
5m0n,A,training,3,423,19,2d2dfdc7
5m0z,A,training,2,529,36,c64c9d13
5m10,A,training,2,529,39,ce08ac95
5m17,A,training,2,349,7,a433b3ef
5m18,A,training,5,640,7,03a76315
5m1t,A,training,5,247,13,75756b2b
5m26,H,testing,0,329,9,f057b788
5m3e,A,training,5,152,14,5d7c20e6
5m3z,A,training,3,394,13,592fb3ad
5m45,E,testing,0,709,14,a64467c7
5m4z,B,training,1,286,10,09907fdd
5m58,A,training,1,230,15,bc18307f
5m5g,B,training,4,797,13,b11c177c
5m67,C,training,4,468,25,44760b51
5m7u,B,training,1,448,11,4d0889a7
5m8s,B,testing,0,446,7,59c2c30f
5m9x,B,training,5,504,11,fe4495f0
5mbx,A,training,1,472,31,c735877f
5mdh,B,training,5,333,20,cc8c2da2
5meh,A,training,2,438,7,e14079a3
5mex,A,training,5,322,23,b758aa8b
5mf5,A,training,4,256,14,8507a4a2
5mfq,A,testing,0,253,16,1a516f8b
5mfr,A,training,5,868,10,342bb6e9
5mgi,A,training,2,264,10,93298476
5mgz,B,training,3,230,16,7c549870
5mhf,A,training,4,736,9,ac268798
5mif,C,training,5,301,8,c9c8056c
5mit,A,training,2,303,36,eeb43f8f
5mji,A,testing,0,252,15,6c98c6c3
5mkp,A,training,3,307,5,2e015ac3
5mkx,B,testing,0,107,6,33683dfb
5ml0,A,training,4,108,7,18bd2c20
5mlr,A,testing,0,364,31,2df0b0de
5mlz,A,training,2,355,8,468c6186
5mm9,B,training,3,231,10,9321cbd1
5mmo,A,training,1,206,9,e81b4a91
5mnn,A,training,1,223,8,9c88a288
5moz,A,training,5,247,7,c135b6ce
5mpt,A,training,1,379,12,97218912
5mq6,A,training,2,636,36,d23afe5a
5mr0,A,training,4,287,12,1d8895a6
5mr6,A,training,3,396,9,92b5a9ab
5mrh,A,val,0,639,5,1f96fa35
5msd,A,training,2,636,11,7d022f57
5mso,A,training,3,441,16,e4ccdcfa
5mst,A,training,5,631,15,dd1c749c
5mui,A,val,0,352,7,83c17abe
5muy,B,training,1,327,5,19e930a5
5mw8,A,training,1,414,23,aa64ce87
5mwj,A,training,5,324,9,81e34038
5mwz,A,testing,0,114,8,877b4ce9
5mx4,C,training,3,233,9,c529ca47
5my8,A,training,2,355,14,b5a1eddd
5mz2,B,training,1,472,13,1f482c11
5mzg,A,training,3,155,9,a1261980
5mzn,A,training,3,682,7,57bea50b
5n0j,B,training,4,323,26,11b9451d
5n0o,A,training,4,365,15,c295824f
5n1p,A,training,5,206,7,b724ce26
5n1q,A,val,0,545,7,eeb98161
5n22,A,training,1,168,16,3c789fae
5n2f,B,training,2,124,7,c2fc960f
5n2i,B,training,1,223,17,4e5f030a
5n3j,A,testing,0,337,9,70b1fc86
5n4t,B,training,5,232,8,58cbd9a1
5n5s,B,testing,0,481,21,970f5ec2
5n6f,A,training,5,365,5,5b80387b
5n6g,A,testing,0,369,17,abb91246
5n81,B,training,4,395,17,0b4ccc14
5n9t,B,training,5,345,15,8cedbf44
5n9z,A,training,4,473,13,f651c6ef
5na1,A,training,4,398,18,87871349
5nai,A,val,0,231,8,deb00cc1
5nak,A,training,2,451,26,d32680aa
5nat,A,training,3,228,12,c8474875
5ncb,A,training,2,396,17,bb7f4cee
5nd5,B,training,5,669,16,40f1f41e
5ndb,A,training,5,244,8,aa864507
5ne2,B,training,3,270,6,7ff0b36c
5ne3,A,training,4,269,9,dd150bc5
5ngl,A,training,2,450,7,77ba11a0
5nib,A,training,5,252,18,e6a1ab0b
5nii,A,val,0,296,22,d2bff602
5nim,A,testing,0,196,9,361ed2d2
5njb,A,training,3,480,12,db367f02
5nji,A,training,4,266,11,388f564f
5nmx,B,training,5,407,27,95c42960
5nno,A,training,3,484,25,faed8cea
5non,A,training,3,155,9,76d5ab23
5nps,A,training,4,693,14,563ce864
5nra,A,training,5,377,11,ad868334
5nrh,B,training,2,309,12,2fd16e51
5nri,B,training,5,309,13,d8010b2b
5ntd,D,training,2,519,13,2394ea7b
5nth,A,training,4,537,6,e1c6e4e9
5nue,A,training,4,331,19,ab49468e
5nv8,A,training,3,303,12,ab558649
5nw7,A,training,2,440,13,68f9aab5
5nwg,B,training,2,162,9,ca325071
5nx7,A,training,2,308,19,62c570f8
5nx9,B,training,3,476,16,f79f86d1
5nz4,B,training,4,387,10,72ec415b
5o0j,A,training,4,453,9,54d0a0dd
5o0s,A,val,0,768,9,9a884b70
5o0x,A,training,2,261,14,fdcb443b
5o1l,B,testing,0,373,14,775e477d
5o22,A,training,3,278,7,7697480c
5o3m,B,training,5,490,5,b75c1505
5o3n,A,training,5,488,14,5516a4d2
5o5c,C,training,1,462,10,6cb13444
5o6b,A,training,5,528,14,9e07d8bc
5o6j,B,val,0,383,36,9b1da2ac
5o6m,B,training,5,261,10,7e4a24e9
5o6x,A,training,5,253,26,8a79b90d
5o7e,A,training,5,380,8,e3a66b50
5o7n,B,training,3,232,7,94d6d0a9
5o8z,A,testing,0,200,6,182d54b8
5o96,A,training,3,242,13,dc980195
5o98,B,testing,0,283,24,4907d907
5o9q,A,training,4,434,10,11251687
5o9w,A,testing,0,356,8,45e3e4b0
5oar,B,training,3,497,10,f1cc13e3
